n,noiseParam,AE_mean,AE_sd
128,16384,0.001678070997397304,0.0013052573955378917
128,32768,0.0011422100693014431,9.166387636446071e-4
128,65536,8.525279669186366e-4,6.402254126317146e-4
256,0.25,0.21473751796498838,0.12413441699369009
256,0.5,0.21473229933819682,0.12413154954035875
256,1,0.2146811589570746,0.12409971817482657
256,2,0.21473665999557232,0.12413340638293847
256,4,0.21473715617153646,0.1241338499229496
256,8,0.19584283337235564,0.10786099039853436
256,16,0.1162415097113974,0.05747702547188904
256,32,0.058691541704393425,0.034348060631255305
256,64,0.030202796430907723,0.020071231016996295
256,128,0.018357688116250475,0.013396998555714397
256,256,0.011195439727943426,0.008182342420847132
256,512,0.006989268674065811,0.005365117519360493
256,1024,0.004816911308255702,0.0036525314687090482
256,2048,0.0033758370782669446,0.0026079903233637305
256,4096,0.0023959877754332376,0.0018061339609877485
256,8192,0.001717775952642066,0.0013097706546831521
256,16384,0.0012318912320943346,9.294939461491036e-4
256,32768,8.409719645009233e-4,6.538579015800307e-4
256,65536,5.815720983831838e-4,4.542520710582734e-4
